Forecast/Hour,TT,sub_station,Region
2023-05-27_06,40.7,BBS,East North East
2023-05-27_07,36.7,BBS,East North East
2023-05-27_08,36.7,BBS,East North East
2023-05-27_09,36.8,BBS,East North East
2023-05-27_10,34.7,BBS,East North East
2023-05-27_11,30.9,BBS,East North East
2023-05-27_12,36.5,BBS,East North East
2023-05-27_13,33.2,BBS,East North East
2023-05-27_14,31.0,BBS,East North East
2023-05-27_15,30.1,BBS,East North East
2023-05-27_16,29.4,BBS,East North East
2023-05-27_17,28.6,BBS,East North East
2023-05-27_18,29.6,BBS,East North East
2023-05-27_19,28.7,BBS,East North East
2023-05-27_20,27.7,BBS,East North East
2023-05-27_21,27.1,BBS,East North East
2023-05-27_22,26.5,BBS,East North East
2023-05-27_23,26.2,BBS,East North East
2023-05-28_00,28.5,BBS,East North East
2023-05-28_01,30.4,BBS,East North East
2023-05-28_02,33.1,BBS,East North East
2023-05-28_03,35.7,BBS,East North East
2023-05-28_04,37.8,BBS,East North East
2023-05-28_05,39.5,BBS,East North East
2023-05-28_06,39.9,BBS,East North East
2023-05-28_07,39.6,BBS,East North East
2023-05-28_08,38.6,BBS,East North East
2023-05-28_09,38.5,BBS,East North East
2023-05-28_10,37.8,BBS,East North East
2023-05-28_11,36.1,BBS,East North East
2023-05-28_12,34.0,BBS,East North East
2023-05-28_13,32.6,BBS,East North East
2023-05-28_14,30.9,BBS,East North East
2023-05-28_15,29.6,BBS,East North East
2023-05-28_16,28.6,BBS,East North East
2023-05-28_17,28.1,BBS,East North East
2023-05-28_18,28.8,BBS,East North East
2023-05-28_19,27.9,BBS,East North East
2023-05-28_20,26.9,BBS,East North East
2023-05-28_21,26.2,BBS,East North East
2023-05-28_22,25.8,BBS,East North East
2023-05-28_23,25.6,BBS,East North East
2023-05-29_00,27.0,BBS,East North East
2023-05-29_01,29.3,BBS,East North East
2023-05-29_02,31.6,BBS,East North East
2023-05-29_03,34.5,BBS,East North East
2023-05-29_04,36.8,BBS,East North East
2023-05-29_05,38.7,BBS,East North East
2023-05-29_06,39.7,BBS,East North East
2023-05-29_07,37.4,BBS,East North East
2023-05-29_08,38.2,BBS,East North East
2023-05-29_09,38.7,BBS,East North East
2023-05-29_10,38.4,BBS,East North East
2023-05-29_11,36.6,BBS,East North East
2023-05-29_12,33.8,BBS,East North East
2023-05-29_13,31.2,BBS,East North East
2023-05-29_14,29.4,BBS,East North East
2023-05-29_15,29.1,BBS,East North East
2023-05-29_16,29.4,BBS,East North East
2023-05-29_17,29.3,BBS,East North East
2023-05-29_18,28.8,BBS,East North East
2023-05-29_19,28.4,BBS,East North East
2023-05-29_20,27.8,BBS,East North East
2023-05-29_21,27.2,BBS,East North East
2023-05-29_22,26.4,BBS,East North East
2023-05-29_23,26.9,BBS,East North East
2023-05-30_00,27.4,BBS,East North East
2023-05-30_01,29.7,BBS,East North East
2023-05-30_02,32.1,BBS,East North East
2023-05-30_03,34.3,BBS,East North East
2023-05-30_04,36.7,BBS,East North East
2023-05-30_05,38.3,BBS,East North East
2023-05-30_06,40.2,BBS,East North East
2023-05-30_07,41.7,BBS,East North East
2023-05-30_08,41.0,BBS,East North East
2023-05-30_09,40.0,BBS,East North East
2023-05-30_10,38.7,BBS,East North East
2023-05-30_11,36.4,BBS,East North East
2023-05-30_12,33.8,BBS,East North East
2023-05-30_13,31.5,BBS,East North East
2023-05-30_14,29.9,BBS,East North East
2023-05-30_15,28.9,BBS,East North East
2023-05-30_16,28.5,BBS,East North East
2023-05-30_17,28.0,BBS,East North East
2023-05-30_18,28.9,BBS,East North East
2023-05-30_19,28.7,BBS,East North East
2023-05-30_20,28.3,BBS,East North East
2023-05-30_21,28.0,BBS,East North East
2023-05-30_22,27.5,BBS,East North East
2023-05-30_23,27.0,BBS,East North East
2023-05-31_00,28.5,BBS,East North East
2023-05-31_01,30.6,BBS,East North East
2023-05-31_02,33.5,BBS,East North East
2023-05-31_03,36.1,BBS,East North East
2023-05-31_04,34.4,BBS,East North East
2023-05-31_05,35.3,BBS,East North East
2023-05-31_06,39.6,BBS,East North East
2023-05-31_07,36.9,BBS,East North East
2023-05-31_08,36.4,BBS,East North East
2023-05-31_09,37.8,BBS,East North East
2023-05-31_10,38.8,BBS,East North East
2023-05-31_11,39.2,BBS,East North East
2023-05-31_12,34.5,BBS,East North East
2023-05-31_13,33.2,BBS,East North East
2023-05-31_14,31.4,BBS,East North East
2023-05-31_15,30.3,BBS,East North East
2023-05-31_16,29.3,BBS,East North East
2023-05-31_17,28.8,BBS,East North East
2023-05-31_18,29.4,BBS,East North East
2023-05-31_19,28.7,BBS,East North East
2023-05-31_20,28.2,BBS,East North East
2023-05-31_21,27.9,BBS,East North East
2023-05-31_22,27.4,BBS,East North East
2023-05-31_23,27.0,BBS,East North East
2023-06-01_00,29.6,BBS,East North East
2023-06-01_01,31.9,BBS,East North East
2023-06-01_02,34.8,BBS,East North East
2023-06-01_03,37.3,BBS,East North East
2023-06-01_04,39.5,BBS,East North East
2023-06-01_05,38.7,BBS,East North East
2023-06-01_06,39.8,BBS,East North East
2023-06-01_07,41.0,BBS,East North East
2023-06-01_08,37.6,BBS,East North East
2023-06-01_09,37.1,BBS,East North East
2023-06-01_10,35.8,BBS,East North East
2023-06-01_11,37.4,BBS,East North East
2023-06-01_12,35.6,BBS,East North East
2023-06-01_13,33.4,BBS,East North East
2023-06-01_14,31.9,BBS,East North East
2023-06-01_15,30.9,BBS,East North East
2023-06-01_16,30.3,BBS,East North East
2023-06-01_17,29.7,BBS,East North East
2023-06-01_18,30.4,BBS,East North East
2023-06-01_19,30.0,BBS,East North East
2023-06-01_20,29.3,BBS,East North East
2023-06-01_21,28.6,BBS,East North East
2023-06-01_22,28.0,BBS,East North East
2023-06-01_23,27.5,BBS,East North East
2023-06-02_00,29.9,BBS,East North East
2023-06-02_01,32.1,BBS,East North East
2023-06-02_02,34.6,BBS,East North East
2023-06-02_03,37.7,BBS,East North East
2023-06-02_04,40.6,BBS,East North East
2023-06-02_05,42.2,BBS,East North East
2023-06-02_06,40.5,BBS,East North East
2023-06-02_07,35.8,BBS,East North East
2023-06-02_08,37.5,BBS,East North East
2023-06-02_09,38.6,BBS,East North East
2023-06-02_10,39.9,BBS,East North East
2023-06-02_11,39.1,BBS,East North East
2023-06-02_12,33.5,BBS,East North East
2023-06-02_13,32.5,BBS,East North East
2023-06-02_14,30.7,BBS,East North East
2023-06-02_15,29.6,BBS,East North East
2023-06-02_16,28.9,BBS,East North East
2023-06-02_17,28.2,BBS,East North East
2023-06-02_18,29.0,BBS,East North East
2023-06-02_19,28.5,BBS,East North East
2023-06-02_20,27.7,BBS,East North East
2023-06-02_21,27.2,BBS,East North East
2023-06-02_22,26.9,BBS,East North East
2023-06-02_23,26.6,BBS,East North East
2023-06-03_00,28.1,BBS,East North East
2023-06-03_01,29.8,BBS,East North East
2023-06-03_02,31.7,BBS,East North East
2023-06-03_03,34.2,BBS,East North East
2023-06-03_04,36.6,BBS,East North East
2023-06-03_05,37.3,BBS,East North East
2023-06-03_06,39.9,BBS,East North East
2023-06-03_07,40.2,BBS,East North East
2023-06-03_08,39.9,BBS,East North East
2023-06-03_09,39.0,BBS,East North East
2023-06-03_10,27.9,BBS,East North East
2023-06-03_11,27.2,BBS,East North East
2023-06-03_12,34.6,BBS,East North East
2023-06-03_13,31.7,BBS,East North East
2023-06-03_14,30.0,BBS,East North East
2023-06-03_15,29.0,BBS,East North East
2023-06-03_16,29.0,BBS,East North East
2023-06-03_17,28.8,BBS,East North East
2023-06-03_18,28.7,BBS,East North East
2023-06-03_19,28.9,BBS,East North East
2023-06-03_20,28.7,BBS,East North East
2023-06-03_21,29.1,BBS,East North East
2023-06-03_22,28.7,BBS,East North East
2023-06-03_23,28.8,BBS,East North East
2023-06-04_00,29.5,BBS,East North East
2023-06-04_01,30.7,BBS,East North East
2023-06-04_02,32.1,BBS,East North East
2023-06-04_03,33.9,BBS,East North East
2023-06-04_04,35.4,BBS,East North East
2023-06-04_05,37.3,BBS,East North East
2023-06-04_06,38.4,BBS,East North East
2023-06-04_07,39.1,BBS,East North East
2023-06-04_08,39.2,BBS,East North East
2023-06-04_09,38.2,BBS,East North East
2023-06-04_10,31.6,BBS,East North East
2023-06-04_11,24.9,BBS,East North East
2023-06-04_12,33.2,BBS,East North East
2023-06-04_13,31.6,BBS,East North East
2023-06-04_14,31.1,BBS,East North East
2023-06-04_15,30.3,BBS,East North East
2023-06-04_16,29.7,BBS,East North East
2023-06-04_17,29.1,BBS,East North East
2023-06-04_18,29.9,BBS,East North East
2023-06-04_19,29.1,BBS,East North East
2023-06-04_20,28.3,BBS,East North East
2023-06-04_21,27.6,BBS,East North East
2023-06-04_22,27.2,BBS,East North East
2023-06-04_23,26.9,BBS,East North East
2023-06-05_00,27.8,BBS,East North East
2023-06-05_01,29.5,BBS,East North East
2023-06-05_02,31.6,BBS,East North East
2023-06-05_03,33.9,BBS,East North East
2023-06-05_04,36.3,BBS,East North East
2023-06-05_05,38.3,BBS,East North East
2023-06-05_06,40.1,BBS,East North East
2023-06-05_07,40.2,BBS,East North East
2023-06-05_08,39.9,BBS,East North East
2023-06-05_09,36.1,BBS,East North East
2023-06-05_10,38.0,BBS,East North East
2023-06-05_11,37.6,BBS,East North East
2023-06-05_12,36.1,BBS,East North East
2023-06-05_13,33.7,BBS,East North East
2023-06-05_14,31.2,BBS,East North East
2023-06-05_15,29.4,BBS,East North East
2023-06-05_16,29.1,BBS,East North East
2023-06-05_17,29.4,BBS,East North East
2023-06-05_18,29.2,BBS,East North East
2023-06-05_19,28.3,BBS,East North East
2023-06-05_20,27.2,BBS,East North East
2023-06-05_21,26.3,BBS,East North East
2023-06-05_22,25.8,BBS,East North East
2023-06-05_23,25.5,BBS,East North East
2023-06-06_00,28.2,BBS,East North East
2023-06-06_01,30.6,BBS,East North East
2023-06-06_02,33.6,BBS,East North East
2023-06-06_03,36.9,BBS,East North East
2023-06-06_04,39.5,BBS,East North East
2023-06-06_05,41.4,BBS,East North East
2023-06-06_06,37.1,BBS,East North East
2023-06-06_07,39.1,BBS,East North East
2023-06-06_08,40.7,BBS,East North East
2023-06-06_09,41.7,BBS,East North East
2023-06-06_10,41.8,BBS,East North East
2023-06-06_11,41.5,BBS,East North East
2023-06-06_12,37.2,BBS,East North East
2023-06-06_13,34.1,BBS,East North East
2023-06-06_14,31.6,BBS,East North East
2023-06-06_15,29.7,BBS,East North East
2023-06-06_16,28.5,BBS,East North East
2023-06-06_17,27.6,BBS,East North East
2023-06-06_18,30.2,BBS,East North East
2023-06-06_19,28.9,BBS,East North East
2023-06-06_20,27.8,BBS,East North East
2023-06-06_21,27.3,BBS,East North East
2023-06-06_22,26.7,BBS,East North East
2023-06-06_23,26.7,BBS,East North East
2023-06-07_00,29.5,BBS,East North East
2023-06-07_01,32.4,BBS,East North East
2023-06-07_02,35.9,BBS,East North East
2023-06-07_03,38.4,BBS,East North East
2023-06-07_04,37.2,BBS,East North East
2023-06-07_05,30.1,BBS,East North East
2023-06-07_06,40.8,BBS,East North East
2023-06-07_07,40.5,BBS,East North East
2023-06-07_08,37.8,BBS,East North East
2023-06-07_09,34.2,BBS,East North East
2023-06-07_10,37.1,BBS,East North East
2023-06-07_11,36.5,BBS,East North East
2023-06-07_12,37.4,BBS,East North East
2023-06-07_13,35.2,BBS,East North East
2023-06-07_14,33.1,BBS,East North East
2023-06-07_15,31.1,BBS,East North East
2023-06-07_16,30.1,BBS,East North East
2023-06-07_17,29.4,BBS,East North East
2023-06-07_18,30.9,BBS,East North East
2023-06-07_19,29.5,BBS,East North East
2023-06-07_20,28.7,BBS,East North East
2023-06-07_21,28.2,BBS,East North East
2023-06-07_22,28.4,BBS,East North East
2023-06-07_23,27.1,BBS,East North East
2023-06-08_00,30.6,BBS,East North East
2023-06-08_01,32.1,BBS,East North East
2023-06-08_02,35.1,BBS,East North East
2023-06-08_03,38.2,BBS,East North East
2023-06-08_04,40.5,BBS,East North East
2023-06-08_05,42.2,BBS,East North East
2023-06-08_06,43.4,BBS,East North East
2023-06-08_07,44.0,BBS,East North East
2023-06-08_08,43.9,BBS,East North East
2023-06-08_09,42.2,BBS,East North East
2023-06-08_10,42.2,BBS,East North East
2023-06-08_11,40.8,BBS,East North East
2023-06-08_12,38.7,BBS,East North East
2023-06-08_13,35.3,BBS,East North East
2023-06-08_14,32.6,BBS,East North East
2023-06-08_15,31.3,BBS,East North East
2023-06-08_16,30.5,BBS,East North East
2023-06-08_17,30.2,BBS,East North East
2023-06-08_18,31.8,BBS,East North East
2023-06-08_19,30.1,BBS,East North East
2023-06-08_20,29.2,BBS,East North East
2023-06-08_21,28.7,BBS,East North East
2023-06-08_22,27.9,BBS,East North East
2023-06-08_23,28.3,BBS,East North East
2023-06-09_00,29.5,BBS,East North East
2023-06-09_01,31.7,BBS,East North East
2023-06-09_02,33.8,BBS,East North East
2023-06-09_03,35.5,BBS,East North East
2023-06-09_04,37.3,BBS,East North East
2023-06-09_05,38.9,BBS,East North East
2023-06-09_06,40.0,BBS,East North East
2023-06-09_07,40.3,BBS,East North East
2023-06-09_08,37.5,BBS,East North East
2023-06-09_09,35.4,BBS,East North East
2023-06-09_10,35.1,BBS,East North East
2023-06-09_11,36.2,BBS,East North East
2023-06-09_12,34.7,BBS,East North East
2023-06-09_13,33.1,BBS,East North East
2023-06-09_14,31.6,BBS,East North East
2023-06-09_15,30.5,BBS,East North East
2023-06-09_16,30.2,BBS,East North East
2023-06-09_17,29.4,BBS,East North East
2023-06-09_18,31.6,BBS,East North East
2023-06-09_19,30.6,BBS,East North East
2023-06-09_20,30.3,BBS,East North East
2023-06-09_21,30.0,BBS,East North East
2023-06-09_22,29.6,BBS,East North East
2023-06-09_23,29.4,BBS,East North East
2023-05-01_00,27.0,BGP,East North East
2023-05-01_01,27.3,BGP,East North East
2023-05-01_02,28.2,BGP,East North East
2023-05-01_03,29.8,BGP,East North East
2023-05-01_04,30.6,BGP,East North East
2023-05-01_05,32.0,BGP,East North East
2023-05-01_06,32.8,BGP,East North East
2023-05-01_07,31.9,BGP,East North East
2023-05-01_08,27.4,BGP,East North East
2023-05-01_09,29.9,BGP,East North East
2023-05-01_10,28.0,BGP,East North East
2023-05-01_11,28.2,BGP,East North East
2023-05-01_12,32.4,BGP,East North East
2023-05-01_13,31.5,BGP,East North East
2023-05-01_14,30.8,BGP,East North East
2023-05-01_15,30.0,BGP,East North East
2023-05-01_16,29.5,BGP,East North East
2023-05-01_17,28.9,BGP,East North East
2023-05-01_18,28.9,BGP,East North East
2023-05-01_19,27.4,BGP,East North East
2023-05-01_20,26.0,BGP,East North East
2023-05-01_21,25.5,BGP,East North East
2023-05-01_22,24.5,BGP,East North East
2023-05-01_23,24.1,BGP,East North East
2023-05-02_00,26.6,BGP,East North East
2023-05-02_01,27.7,BGP,East North East
2023-05-02_02,29.8,BGP,East North East
2023-05-02_03,31.9,BGP,East North East
2023-05-02_04,33.2,BGP,East North East
2023-05-02_05,34.4,BGP,East North East
2023-05-02_06,34.2,BGP,East North East
2023-05-02_07,35.0,BGP,East North East
2023-05-02_08,35.3,BGP,East North East
2023-05-02_09,35.6,BGP,East North East
2023-05-02_10,35.3,BGP,East North East
2023-05-02_11,35.0,BGP,East North East
2023-05-02_12,33.2,BGP,East North East
2023-05-02_13,32.0,BGP,East North East
2023-05-02_14,31.6,BGP,East North East
2023-05-02_15,30.9,BGP,East North East
2023-05-02_16,30.3,BGP,East North East
2023-05-02_17,29.8,BGP,East North East
2023-05-02_18,29.7,BGP,East North East
2023-05-02_19,28.8,BGP,East North East
2023-05-02_20,27.7,BGP,East North East
2023-05-02_21,26.8,BGP,East North East
2023-05-02_22,25.9,BGP,East North East
2023-05-02_23,25.3,BGP,East North East
2023-05-03_00,27.1,BGP,East North East
2023-05-03_01,28.3,BGP,East North East
2023-05-03_02,29.5,BGP,East North East
2023-05-03_03,31.4,BGP,East North East
2023-05-03_04,33.4,BGP,East North East
2023-05-03_05,34.5,BGP,East North East
2023-05-03_06,35.2,BGP,East North East
2023-05-03_07,35.4,BGP,East North East
2023-05-03_08,35.8,BGP,East North East
2023-05-03_09,35.5,BGP,East North East
2023-05-03_10,34.7,BGP,East North East
2023-05-03_11,32.4,BGP,East North East
2023-05-03_12,34.1,BGP,East North East
2023-05-03_13,33.3,BGP,East North East
2023-05-03_14,32.9,BGP,East North East
2023-05-03_15,31.7,BGP,East North East
2023-05-03_16,31.2,BGP,East North East
2023-05-03_17,28.1,BGP,East North East
2023-05-03_18,32.6,BGP,East North East
2023-05-03_19,31.1,BGP,East North East
2023-05-03_20,30.1,BGP,East North East
2023-05-03_21,29.6,BGP,East North East
2023-05-03_22,29.1,BGP,East North East
2023-05-03_23,28.5,BGP,East North East
2023-05-04_00,29.0,BGP,East North East
2023-05-04_01,29.3,BGP,East North East
2023-05-04_02,30.5,BGP,East North East
2023-05-04_03,31.7,BGP,East North East
2023-05-04_04,33.1,BGP,East North East
2023-05-04_05,34.2,BGP,East North East
2023-05-04_06,34.1,BGP,East North East
2023-05-04_07,31.1,BGP,East North East
2023-05-04_08,31.7,BGP,East North East
2023-05-04_09,32.6,BGP,East North East
2023-05-04_10,33.0,BGP,East North East
2023-05-04_11,32.7,BGP,East North East
2023-05-04_18,30.3,BGP,East North East
2023-05-04_19,28.7,BGP,East North East
2023-05-04_20,28.0,BGP,East North East
2023-05-04_21,27.4,BGP,East North East
2023-05-04_22,27.0,BGP,East North East
2023-05-04_23,26.4,BGP,East North East
2023-05-05_00,27.8,BGP,East North East
2023-05-05_01,28.6,BGP,East North East
2023-05-05_02,30.6,BGP,East North East
2023-05-05_03,32.0,BGP,East North East
2023-05-05_04,33.2,BGP,East North East
2023-05-05_05,34.3,BGP,East North East
2023-05-05_06,35.0,BGP,East North East
2023-05-05_07,35.9,BGP,East North East
2023-05-05_08,36.1,BGP,East North East
2023-05-05_09,36.5,BGP,East North East
2023-05-05_09,36.4,BGP,East North East
2023-05-05_10,36.4,BGP,East North East
2023-05-05_10,36.8,BGP,East North East
2023-05-05_11,35.7,BGP,East North East
2023-05-05_11,36.2,BGP,East North East
2023-05-05_12,34.3,BGP,East North East
2023-05-05_12,35.8,BGP,East North East
2023-05-05_13,31.6,BGP,East North East
2023-05-05_13,33.5,BGP,East North East
2023-05-05_14,30.4,BGP,East North East
2023-05-05_14,32.6,BGP,East North East
2023-05-05_15,31.3,BGP,East North East
2023-05-05_16,30.9,BGP,East North East
2023-05-05_17,29.7,BGP,East North East
2023-05-05_18,30.6,BGP,East North East
2023-05-05_19,28.4,BGP,East North East
2023-05-05_20,27.5,BGP,East North East
2023-05-05_21,26.5,BGP,East North East
2023-05-05_22,25.6,BGP,East North East
2023-05-05_23,25.0,BGP,East North East
2023-05-06_00,27.8,BGP,East North East
2023-05-06_01,29.0,BGP,East North East
2023-05-06_02,31.2,BGP,East North East
2023-05-06_03,33.2,BGP,East North East
2023-05-06_04,34.9,BGP,East North East
2023-05-06_05,35.8,BGP,East North East
2023-05-06_06,37.2,BGP,East North East
2023-05-06_07,38.5,BGP,East North East
2023-05-06_08,39.2,BGP,East North East
2023-05-06_09,39.0,BGP,East North East
2023-05-06_10,38.7,BGP,East North East
2023-05-06_11,38.1,BGP,East North East
2023-05-06_12,37.2,BGP,East North East
2023-05-06_13,34.8,BGP,East North East
2023-05-06_14,34.1,BGP,East North East
2023-05-06_15,32.4,BGP,East North East
